18,Four Paws & a Tail Pet Bakery,1,"<p>Chattanooga 8126 east brainer rd. TN 27421</p>
",United States,TN,Chattanoga,1,"(35.0037396, -85.14894200000003)",www.0-distance.com,0000-00-00,7/4/2014 16:09
19,Miss Kitty's Bed & Bath,1,"<p>Nashville 4308 Kenilwood Dr TN 37204</p>
",United States,TN,Nashville,4308,"(36.095309, -86.76173299999999)",www.0-distance.com,0000-00-00,7/4/2014 16:09
20,Lands of Paws,1,"<p>6772 w. 135th street, KS 66223</p>
",United States,KS,Kansas City,66223,"(38.8855729, -94.6636542)",www.0-distance.com,0000-00-00,7/4/2014 16:09
22,testin,1,"<p>testing the new website</p>
",country,state,city,xip co,"(31.8244827, -81.64235350000001)",www.0-distance.com,7/4/2014,7/4/2014 17:11
