"42013","BN","M","8","55"
"42013","BN","S","8","38"
"42013","BN","XL","8","30"
"42013","BN","XS","8","42"
"42014","RD","L","8","51"
"42014","RD","M","8","35"
"42014","RD","S","8","43"
"42014","RD","XL","8","17"
"42014","RD","XS","8","29"
"42210","PK","L","6.75","16"
"42210","PK","M","6.75","14"
"42210","PK","S","6.75","1"
"42210","PK","XL","6.75","0"
"42210","PK","XS","6.75","24"
"42211","BN","L","6.75","72"
"42211","BN","M","6.75","41"
"42211","BN","S","6.75","73"
"42211","BN","XL","6.75","0"
"42211","BN","XS","6.75","116"
"42310","PK","L","7.6","68"
"42310","PK","M","7.6","52"
"42310","PK","S","7.6","63"
"42310","PK","XL","7.6","27"
"42310","PK","XS","7.6","65"
"42311","BK","L","7.6","76"
"42311","BK","M","7.6","50"
"42311","BK","S","7.6","66"
"42311","BK","XL","7.6","30"
"42311","BK","XS","7.6","57"
"42410","SL","L","10","47"
"42410","SL","M","9","82"
"42410","SL","S","8","98"
"42410","SL","XS","7","52"
"42411","GD","L","10","30"
"42411","GD","M","9","78"
"42411","GD","S","8","38"
"42411","GD","XS","7","13"
"42412","PK","L","10","43"
"42412","PK","M","9","115"
"42412","PK","S","8","206"
"42412","PK","XS","7","174"
"42413","BK","L","10","47"
"42413","BK","M","9","70"
"42413","BK","S","8","85"
"42413","BK","XS","7","82"
"42414","RD","L","10","63"
"42414","RD","M","9","49"
"42414","RD","S","8","63"
"42414","RD","XS","7","57"
"42415","BL","L","10","60"
"42415","BL","M","9","60"
"42415","BL","S","8","30"
"42415","BL","XS","7","59"
"42510","RD","L","7.95","66"
"42510","RD","M","7.95","91"
"42510","RD","S","7.95","92"
"42510","RD","XL","7.95","64"
"42511","BL","L","7.95","72"
"42511","BL","M","7.95","94"
"42511","BL","S","7.95","97"
"42511","BL","XL","7.95","67"
"42610","PK","L","4.95","21"
"42610","PK","M","4.95","14"
"42610","PK","S","4.95","13"
"42610","PK","XS","4.95","24"
"42611","BL","L","4.95","19"
"42611","BL","M","4.95","30"
"42611","BL","S","4.95","26"
"42611","BL","XS","4.95","21"
"42612","BK","L","4.95","15"
"42612","BK","M","4.95","26"
"42612","BK","S","4.95","30"
"42612","BK","XS","4.95","20"
"43010","GN","L","4.95","23"
"44010","PK","M","4.8","0"
"44011","BL","M","4.8","2"
"44011","BL","S","4.8","0"
"44012","BN","M","4.8","13"
"44012","BN","S","4.8","25"
"44110","PK","M","5.2","17"
"44210","RD","L","5.1","80"
"44210","RD","M","5.1","90"
"44210","RD","S","5.1","70"
"44210","RD","XL","5.1","102"
"44211","BK","L","5.1","84"
"44211","BK","M","5.1","81"
"44211","BK","S","5.1","63"
"44211","BK","XL","5.1","100"
"46010","CR","L","4.95","376"
"46010","CR","M","4.95","355"
"46010","CR","S","4.95","360"
"46010","CR","XS","4.95","378"
"46020","BK","L","4.95","423"
"46020","BK","M","4.95","408"
"46020","BK","S","4.95","406"
"46020","BK","XS","4.95","425"
"46021","BN","L","4.95","434"
"46021","BN","M","4.95","427"
"46021","BN","S","4.95","421"
"46021","BN","XS","4.95","433"
"46030","PK","L","4.95","405"
"46030","PK","M","4.95","396"
"46030","PK","S","4.95","395"
"46030","PK","XS","4.95","420"
"46031","BL","L","4.95","421"
"46031","BL","M","4.95","409"
"46031","BL","S","4.95","409"
"46031","BL","XS","4.95","431"
"5000","none","none","3.5","10"
"5100","none","none","4","104"
"51020","WH","none","7.5","0"
"512010","WT","none","4","36"
"512011","PK","none","4","95"
"512012","BL","none","4","76"
"512020","WT","none","4","47"
"512021","PK","none","4","82"
"512022","BL","none","4","131"
"512030","WT","none","4.5","25"
"512031","PK","none","4.5","26"
"512032","BL","none","4.5","26"
"512040","WT","none","4.5","84"
"512041","PK","none","4.5","21"
"512042","BL","none","4.5","37"
"513050","WT","none","6.75","61"
"513051","PK","none","7","47"
"513052","BL","none","7","62"
"514101","PK","none","6","25"
"514102","BL","none","6","28"
"514110","WT","none","5","10"
"514120","WT","none","5","30"
"514121","PK","none","5","30"
"514131","PK","none","4.5","13"
"514132","BL","none","4.5","23"
"515000","WT","none","6.25","10"
"515001","PK","none","6.25","16"
"515060","WT","none","5.5","10"
"515070","WT","none","5.5","16"
"515080","WT","none","5.5","34"
"515090","WT","none","5.5","53"
"515110","WT","none","6.25","1"
"515120","WT","none","6.25","11"
"515130","WT","none","6.25","21"
"515140","WT","none","5.5","3"
"515150","GN","none","5.5","17"
"515160","RD","none","5.5","19"
"515170","PK","none","6.25","34"
"515180","BL","none","6.25","37"
"516070","WT","none","4.5","-2"
"516080","WT","none","4.5","-1"
"516090","WT","none","0","30"
"516100","WT","none","5.5","-6"
"516110","WT","none","6.25","26"
"516120","WT","none","5.5","18"
"516130","WT","none","6.25","34"
"516131","WT","none","0","10"
"516140","WT","none","6.25","31"
"52010","GR","L","11","95"
"52010","GR","S","11","68"
"52011","PK","L","11","116"
"52011","PK","S","11","54"
"52012","BK","L","11","86"
"52012","BK","S","11","59"
"52013","BN","L","11","70"
"52013","BN","S","11","143"
"52014","RD","S","11","54"
"52210","PK","none","7.45","11"
"52211","BN","none","7.45","96"
"52310","PK","none","7.6","53"
"52311","BK","none","7.6","60"
"54010","PK","none","4.8","127"
"54011","BL","none","4.8","119"
"54012","BN","none","4.8","124"
"54110","PK","none","5.95","293"
"54210","RD","none","6.8","68"
"54211","BK","none","6.8","34"
"56010","CR","none","4.95","319"
"56020","BK","none","4.95","381"
"56021","BN","none","4.95","419"
"56030","PK","none","4.95","368"
"56031","BL","none","4.95","397"
"58312","BL","none","4","162"
"58320","RD","none","4","168"
"58330","PK","none","4","154"
"61110","SL","L","6","239"
"61110","SL","S","6","237"
"62110","RD","S","6.5","51"
"62111","BL","S","6.5","37"
"62112","RD","S","6.5","28"
"62120","PK","S","6.5","49"
"62121","PR","S","6.5","63"
"62122","PK","S","6.5","60"
"62123","PK","L","6.5","46"
"62124","PK","L","6.95","33"
"62124","PK","S","6.5","32"
"62130","BK","S","6.5","35"
"62131","WT","S","6.5","56"
"62132","BN","L","6.5","20"
"62132","BN","S","6.5","24"
"62140","BN","S","6.5","35"
"62141","PK","S","6.5","40"
"62150","PR","L","6.5","16"
"62150","PR","S","6.5","32"
"62151","SL","L","6.5","14"
"62151","SL","S","6.5","28"
"62160","PK","L","6.5","41"
"62160","PK","S","6.5","34"
"62161","YW","L","6.5","46"
"62161","YW","S","6.5","37"
"62162","BL","L","6.5","38"
"62162","BL","S","6.5","25"
"62170","PK","L","6.5","47"
"62171","BN","L","6.5","49"
"71012","BN","none","24","120"
"71013","BK","none","24","87"
"71210","BL","none","31","206"
"71211","BN","none","31","0"
"71212","BK","none","31","171"
"71220","BG","none","32","33"
"71310","GN","none","28","130"
"71311","BK","none","28","4"
"71312","BN","none","28","31"
"71420","BN","none","25","18"
"71510","BK","none","17","170"
"71511","BK","none","34","125"
"71520","BK","none","38","192"
"71530","BG","none","38","10"
"71620","GRY","none","18.95","42"
"8010","PK","L","6.99","75"
"8010","PK","M","6.99","39"
"8010","PK","S","6.99","2"
"8010","PK","XS","6.99","30"
"8011","GRY","L","6.99","27"
"8011","GRY","M","6.99","0"
"8011","GRY","S","6.99","0"
"8011","GRY","XS","6.99","7"
"8012","RD","L","9.99","64"
"8012","RD","M","9.99","97"
"8012","RD","S","9.99","97"
"8012","RD","XS","9.99","101"
"8013","BK","L","9.99","80"
"8013","BK","M","9.99","93"
"8013","BK","S","9.99","91"
"8013","BK","XS","9.99","125"
"8014","PK","L","9.99","68"
"8014","PK","M","9.99","70"
"8014","PK","S","9.99","80"
"8014","PK","XS","9.99","104"
"8015","YW","L","9.99","12"
"8015","YW","M","8.99","0"
"8015","YW","S","8.99","0"
"8015","YW","XS","8.99","0"
"8016","BL","L","9.99","75"
"8016","BL","M","9.99","90"
"8016","BL","S","9.99","15"
"8016","BL","XS","9.99","47"
"8017","BL","L","9.99","62"
"8017","BL","M","9.99","59"
"8017","BL","S","9.99","49"
"8017","BL","XS","9.99","56"
"8018","OR","L","9.99","45"
"8018","OR","M","9.99","66"
"8018","OR","S","9.99","48"
"8018","OR","XS","9.99","77"
"8019","GN","L","9.99","39"
"8019","GN","M","9.99","75"
"8019","GN","S","9.99","76"
"8019","GN","XS","9.99","76"
"8020","DN","XS","8.49","71"
"8021","RD","L","8.49","0"
"8021","RD","M","8.49","43"
"8021","RD","S","8.49","15"
"8021","RD","XS","8.49","-3"
"8022","PK","L","8.49","4"
"8022","PK","M","8.49","57"
"8022","PK","S","8.49","2"
"8022","PK","XS","8.49","45"
"8023","BK","XS","8.49","24"
"8030","GN","L","9.95","12"
"8030","GN","M","9.95","0"
"8030","GN","S","9.95","0"
"8030","GN","XS","9.95","0"
"8031","BK","L","9.95","42"
"8031","BK","M","9.95","39"
"8031","BK","S","9.95","30"
"8031","BK","XS","9.95","37"
"8032","RD","L","11","71"
"8032","RD","M","11","73"
"8032","RD","S","11","77"
"8032","RD","XS","11","75"
"8033","BL","L","11","46"
"8033","BL","M","11","81"
"8033","BL","S","11","79"
"8033","BL","XS","11","50"
"8040","PK","L","11","34"
"8040","PK","M","11","5"
"8040","PK","S","11","19"
"8040","PK","XS","11","0"
"8041","BL","L","11","45"
"8041","BL","M","11","15"
"8041","BL","S","11","7"
"8041","BL","XS","11","3"
"8042","BN","L","11","37"
"8042","BN","M","11","22"
"8042","BN","S","11","42"
"8042","BN","XS","11","19"
"8043","PK","L","10.5","64"
"8043","PK","M","10.5","10"
"8043","PK","S","10.5","0"
"8043","PK","XS","10.5","0"
"8044","BK","L","10.5","41"
"8044","BK","M","10.5","22"
"8044","BK","S","10.5","4"
"8044","BK","XS","10.5","39"
"8045","GN","L","10.5","79"
"8045","GN","M","10.5","47"
"8045","GN","S","10.5","31"
"8045","GN","XS","10.5","17"
"8050","OR","L","8.99","12"
"8050","OR","M","8.99","30"
"8050","OR","S","8.99","18"
"8050","OR","XS","8.99","24"
"8051","GN","L","8.99","28"
"8051","GN","M","8.99","19"
"8051","GN","S","8.99","-2"
"8051","GN","XS","8.99","27"
"8052","RD","L","8.99","17"
"8052","RD","M","8.99","-3"
"8052","RD","S","8.99","4"
"8052","RD","XS","8.99","31"
"8053","BL","L","8.99","46"
"8053","BL","M","8.99","0"
"8053","BL","S","8.99","21"
"8053","BL","XS","8.99","39"
"8060","BK","L","10.8","12"
"8060","BK","M","10.8","0"
"8060","BK","S","10.8","0"
"8060","BK","XS","10.8","0"
"8061","PK","L","10.8","32"
"8061","PK","M","10.8","6"
"8061","PK","S","10.8","-1"
"8061","PK","XS","10.8","0"
"8062","RD","L","10.8","12"
"8062","RD","M","10.8","0"
"8062","RD","S","10.8","0"
"8062","RD","XS","10.8","11"
"8070","GN","L","11.5","24"
"8070","GN","M","11.5","34"
"8070","GN","S","11.5","3"
"8070","GN","XS","11.5","33"
"8071","PK","L","11.5","1"
"8071","PK","M","11.5","25"
"8071","PK","S","11.5","0"
"8071","PK","XS","11.5","0"
"8072","BL","L","11.5","28"
"8072","BL","M","11.5","35"
"8072","BL","S","11.5","27"
"8072","BL","XS","11.5","27"
"8080","PK","L","7.99","11"
"8080","PK","M","7.99","0"
"8080","PK","S","7.99","0"
"8080","PK","XS","7.99","0"
"8081","BL","L","7.99","39"
"8081","BL","M","7.99","248"
"8081","BL","S","7.99","0"
"8081","BL","XS","7.99","2"
"8082","PK","L","7.99","58"
"8082","PK","M","7.99","46"
"8082","PK","S","7.99","-3"
"8082","PK","XS","7.99","4"
"8083","BN","L","7.99","54"
"8083","BN","M","7.99","44"
"8083","BN","S","7.99","15"
"8083","BN","XS","7.99","11"
"8090","WT","L","11.5","22"
"8090","WT","M","11.5","0"
"8090","WT","S","11.5","0"
"8090","WT","XS","11.5","4"
"8091","BL","L","11.5","34"
"8091","BL","M","11.5","25"
"8091","BL","S","11.5","-1"
"8091","BL","XS","11.5","17"
"8092","CR","L","10.5","65"
"8092","CR","M","10.5","54"
"8092","CR","S","10.5","47"
"8092","CR","XS","10.5","41"
"8110","PK","L","5.8","48"
"8110","PK","M","5.8","112"
"8110","PK","S","5.8","91"
"8111","BL","L","5.8","48"
"8111","BL","M","5.8","110"
"8111","BL","S","5.8","90"
"8112","BN","L","5.8","45"
"8112","BN","M","5.8","122"
"8112","BN","S","5.8","99"
"8210","PH","L","9.25","28"
"8210","PH","M","9.25","3"
"8210","PH","S","9.25","-1"
"8210","PH","XS","9.25","6"
"8211","BL","L","9.25","32"
"8211","BL","M","9.25","7"
"8211","BL","S","9.25","11"
"8211","BL","XS","9.25","31"
"8220","PK","L","8.5","21"
"8220","PK","M","8.5","5"
"8220","PK","S","8.5","5"
"8220","PK","XS","8.5","2"
"8221","GN","L","8.5","35"
"8221","GN","M","8.5","50"
"8221","GN","S","8.5","47"
"8221","GN","XS","8.5","43"
"8222","BK","L","8.5","22"
"8222","BK","M","8.5","22"
"8222","BK","S","8.5","20"
"8222","BK","XS","8.5","1"
"8223","RD","L","8.5","12"
"8223","RD","M","8.5","0"
"8223","RD","S","8.5","0"
"8223","RD","XS","8.5","5"
"8224","BL","L","8.5","39"
"8224","BL","M","8.5","41"
"8224","BL","S","8.5","44"
"8224","BL","XS","8.5","22"
"8312","BL","L","8.5","86"
"8312","BL","M","8.5","73"
"8312","BL","S","8.5","77"
"8320","RD","L","8.5","15"
"8320","RD","M","8.5","13"
"8320","RD","S","8.5","14"
"8330","PK","L","8.5","82"
"8330","PK","M","8.5","73"
"8330","PK","S","8.5","74"
"8410","RD","L","6.95","33"
"8410","RD","M","6.95","34"
"8410","RD","S","6.95","27"
"8411","BL","L","6.95","16"
"8411","BL","M","6.95","19"
"8411","BL","S","6.95","20"
"8510","PK","L","7.99","26"
"8510","PK","M","7.99","35"
"8510","PK","S","7.99","43"
"8510","PK","XS","7.99","21"
"8511","BK","L","7.99","20"
"8511","BK","M","7.99","20"
"8511","BK","S","7.99","9"
"8511","BK","XS","7.99","18"
"8520","PK","L","5.95","18"
"8520","PK","M","5.95","26"
"8520","PK","S","5.95","15"
"8520","PK","XS","5.95","8"
"8521","BK","L","5.95","10"
"8521","BK","M","5.95","28"
"8521","BK","S","5.95","35"
"8521","BK","XS","5.95","20"
"8522","GN","L","5.95","5"
"8522","GN","M","5.95","23"
"8522","GN","S","5.95","30"
"8522","GN","XS","5.95","23"
"8610","BK","L","10.5","18"
"8610","BK","M","10.5","-5"
"8610","BK","S","10.5","0"
"8610","BK","XS","10.5","0"
"8620","BN","L","12","57"
"8620","BN","M","12","83"
"8620","BN","S","12","120"
"8620","BN","XS","12","77"
"8621","PK","L","12","95"
"8621","PK","M","12","75"
"8621","PK","S","12","80"
"8621","PK","XS","12","66"
"8630","BG","L","10.5","23"
"8630","BG","M","10.5","-2"
"8630","BG","S","10.5","0"
"8630","BG","XS","10.5","0"
"8631","BK","L","10.5","25"
"8631","BK","M","10.5","10"
"8631","BK","S","10.5","0"
"8631","BK","XS","10.5","0"
"8640","PK","L","12.5","105"
"8640","PK","M","12.5","56"
"8640","PK","S","12.5","61"
"8640","PK","XS","12.5","70"
"8641","YW","L","12","43"
"8641","YW","M","12","96"
"8641","YW","S","12","65"
"8641","YW","XS","12","84"
"8650","PK","L","11","49"
"8650","PK","M","11","25"
"8650","PK","S","11","63"
"8650","PK","XS","11","76"
"8651","BL","L","11","48"
"8651","BL","M","11","38"
"8651","BL","S","11","47"
"8651","BL","XS","11","42"
"8652","GN","L","11","14"
"8652","GN","M","11","21"
"8652","GN","S","11","2"
"8652","GN","XS","11","30"
"8660","PK","L","11","69"
"8660","PK","M","11","75"
"8660","PK","S","11","61"
"8660","PK","XS","11","42"
"8661","BL","L","11","51"
"8661","BL","M","11","41"
"8661","BL","S","11","23"
"8661","BL","XS","11","49"
"8670","BK","L","13.5","71"
"8670","BK","M","13.5","51"
"8670","BK","S","13.5","78"
"8670","BK","XS","13.5","33"
"8680","GN","L","12.5","61"
"8680","GN","M","12.5","75"
"8680","GN","S","12.5","62"
"8680","GN","XS","12.5","57"
"8690","BN","L","13","46"
"8690","BN","M","13","60"
"8690","BN","S","13","72"
"8690","BN","XS","13","63"
"8710","BK","L","13.5","19"
"8710","BK","M","13.5","19"
"8710","BK","S","13.5","24"
"8710","BK","XS","13.5","6"
"8720","BL","L","12.5","9"
"8720","BL","M","12.5","11"
"8720","BL","S","12.5","12"
"8720","BL","XS","12.5","6"
"8721","PK","L","12.5","26"
"8721","PK","M","12.5","31"
"8721","PK","S","12.5","30"
"8721","PK","XS","12.5","19"
"8722","BK","L","12.5","24"
"8722","BK","M","12.5","30"
"8722","BK","S","12.5","18"
"8722","BK","XS","12.5","24"
"8730","RD","L","12.5","53"
"8730","RD","M","12.5","75"
"8730","RD","S","12.5","75"
"8730","RD","XS","12.5","75"
"8731","BK","L","12.5","52"
"8731","BK","M","12.5","74"
"8731","BK","S","12.5","68"
"8731","BK","XS","12.5","72"
"91010","BK","none","12.5","178"
"91012","GN","none","6.25","205"
"91013","BG","none","6.25","194"
"91020","PK","none","4.75","71"
"91021","GRY","none","4.75","126"
"92020","PK","L","6","33"
"92020","PK","M","6","6"
"92020","PK","S","6","3"
"92020","PK","XS","6","8"
"92021","BL","L","6","42"
"92021","BL","M","6","18"
"92021","BL","S","6","33"
"92021","BL","XS","6","37"
"92022","RD","L","6","11"
"92022","RD","M","6","18"
"92022","RD","S","6","29"
"92022","RD","XS","6","63"
"92110","BL","L","4.5","-16"
"92110","BL","M","4.5","-1"
"92110","BL","S","4.5","50"
"92110","BL","XL","4.5","-13"
"92110","BL","XXL","4.5","32"
"92111","PK","L","4.5","-8"
"92111","PK","M","4.5","-6"
"92111","PK","S","4.5","20"
"92111","PK","XL","4.5","9"
"92111","PK","XXL","4.5","18"
"92112","none","YW-L","4.5","10"
"92112","none","YW-M","4.5","9"
"92112","none","YW-S","4.5","16"
"92112","none","YW-XL","4.5","6"
"92112","YW","XXL","4.5","46"
"93010","PK","none","4.5","57"
"93011","BK","none","4.5","48"
"11110","GRY","XS","7.5","3"
"11111","BL","XS","7.5","7"
"11210","RD","L","9.5","39"
"11210","RD","M","9.5","50"
"11210","RD","S","9.5","50"
"11210","RD","XL","9.5","18"
"11210","RD","XS","9.5","36"
"11210","RD","XXS","9.5","25"
"13310","GN","L","8.5","0"
"13310","GN","M","8.5","19"
"13310","GN","S","8.5","24"
"13310","GN","XL","8.5","1"
"13310","GN","XS","8.5","26"
"13310","GN","XXS","8.5","9"
"13311","BL","L","4.95","0"
"13311","BL","M","8.5","0"
"13311","BL","S","8.5","0"
"13311","BL","XL","4.95","0"
"13311","BL","XS","8.5","0"
"13311","BL","XXS","8.5","0"
"13312","GN","L","4.95","11"
"13312","GN","M","4.95","21"
"13312","GN","S","4.95","23"
"13312","GN","XL","4.95","7"
"13312","GN","XS","4.95","10"
"13312","GN","XXS","4.95","8"
"13313","RD","L","4.95","15"
"13313","RD","M","4.95","26"
"13313","RD","S","4.95","35"
"13313","RD","XL","4.95","4"
"13313","RD","XS","4.95","25"
"13313","RD","XXS","4.95","19"
"13410","GN","L","7.5","11"
"13410","GN","M","7.5","34"
"13410","GN","S","7.5","40"
"13410","GN","XL","7.5","8"
"13410","GN","XS","7.5","32"
"13410","GN","XXS","7.5","3"
"13420","PK","L","7.5","0"
"13420","PK","M","7.5","8"
"13420","PK","S","7.5","8"
"13420","PK","XL","7.5","11"
"13420","PK","XS","7.5","14"
"13420","PK","XXS","7.5","2"
"14120","RD","L","11","23"
"14120","RD","M","11","60"
"14120","RD","S","11","61"
"14120","RD","XL","11","24"
"14120","RD","XS","11","47"
"14120","RD","XXS","11","17"
"14121","BL","L","11","18"
"14121","BL","M","11","32"
"14121","BL","S","11","26"
"14121","BL","XL","11","20"
"14121","BL","XS","11","22"
"14121","BL","XXS","11","37"
"14125","BL","L","9.95","30"
"14125","BL","M","9.95","34"
"14125","BL","S","9.95","53"
"14125","BL","XL","9.95","30"
"14125","BL","XS","9.95","33"
"14125","BL","XXS","9.95","12"
"14220","PK","L","9.5","22"
"14220","PK","M","9.5","43"
"14220","PK","S","9.5","49"
"14220","PK","XL","9.5","19"
"14220","PK","XS","9.5","40"
"14220","PK","XXS","9.5","23"
"14330","PK","L","7.95","9"
"14330","PK","M","7.95","16"
"14330","PK","S","7.95","17"
"14330","PK","XL","7.95","7"
"14330","PK","XS","7.95","12"
"14330","PK","XXS","7.95","0"
"14521","WT","L","9","0"
"14521","WT","M","9","12"
"14521","WT","S","9","10"
"14521","WT","XL","9","10"
"14521","WT","XS","9","24"
"14521","WT","XXS","9","9"
"14530","RD","L","7.5","22"
"14530","RD","M","7.5","37"
"14530","RD","S","7.5","52"
"14530","RD","XL","7.5","21"
"14530","RD","XS","7.5","59"
"14530","RD","XXS","7.5","30"
"14610","PK","L","8.5","24"
"14610","PK","M","8.5","26"
"14610","PK","S","8.5","28"
"14610","PK","XL","8.5","24"
"14610","PK","XS","8.5","25"
"14610","PK","XXS","8.5","18"
"14611","BL","L","8.5","17"
"14611","BL","M","8.5","14"
"14611","BL","S","8.5","16"
"14611","BL","XL","8.5","25"
"14611","BL","XS","8.5","15"
"14611","BL","XXS","8.5","16"
"14612","BK","L","8.5","7"
"14612","BK","M","8.5","0"
"14612","BK","S","8.5","-1"
"14612","BK","XL","8.5","19"
"14612","BK","XS","8.5","3"
"14612","BK","XXS","8.5","29"
"14620","PK","L","9","0"
"14620","PK","M","9","0"
"14620","PK","S","9","10"
"14620","PK","XL","9","4"
"14620","PK","XS","9","0"
"14620","PK","XXS","9","2"
"14630","GN","L","11","50"
"14630","GN","M","11","59"
"14630","GN","S","11","67"
"14630","GN","XL","11","28"
"14630","GN","XS","11","46"
"14630","GN","XXS","11","27"
"14710","BL","L","8.5","-2"
"14710","BL","M","8.5","0"
"14710","BL","S","8.5","0"
"14710","BL","XL","8.5","-2"
"14710","BL","XS","8.5","0"
"14710","BL","XXS","8.5","0"
"14720","GN","L","9.95","42"
"14720","GN","M","9.95","60"
"14720","GN","S","9.95","58"
"14720","GN","XL","9.95","30"
"14720","GN","XS","9.95","47"
"14720","GN","XXS","9.95","22"
"14721","OR","L","9.95","36"
"14721","OR","M","9.95","52"
"14721","OR","S","9.95","77"
"14721","OR","XL","9.95","39"
